cell_id,model,familiarity,genus,family,genus_p50,family_p50,order_p50,strict_violation,compression_ratio,ioc_compression_ratio,compression_exceeds_ioc,gap_ratio,ioc_gap_ratio,hierarchy_collapse,mean_crps_relative,within_1sd,signed_error_relative,classification
corvus_corvidae,claude-haiku-4-5,well_known,Corvus,Corvidae,45.0,130.0,6500.0,False,0.34615384615384615,0.36231884057971014,False,0.6538461538461539,0.6376811594202898,False,0.01757457994556699,True,-0.06538266330975777,coherent_and_right
corvus_corvidae,claude-opus-4-8,well_known,Corvus,Corvidae,46.0,133.0,6400.0,False,0.3458646616541353,0.36231884057971014,False,0.6541353383458647,0.6376811594202898,False,0.01505736530307731,True,-0.0564020455984891,coherent_and_right
corvus_corvidae,claude-sonnet-4-6,well_known,Corvus,Corvidae,45.0,133.0,6500.0,False,0.3383458646616541,0.36231884057971014,False,0.6616541353383458,0.6376811594202898,False,0.01491097090631298,True,-0.05813628649816357,coherent_and_right
corvus_corvidae,claude-sonnet-5,well_known,Corvus,Corvidae,45.0,130.0,6500.0,False,0.34615384615384615,0.36231884057971014,False,0.6538461538461539,0.6376811594202898,False,0.01604495226984515,True,-0.06538266330975777,coherent_and_right
corvus_corvidae,gpt-4o,well_known,Corvus,Corvidae,45.0,130.0,6000.0,False,0.34615384615384615,0.36231884057971014,False,0.6538461538461539,0.6376811594202898,False,0.02472602161975143,False,-0.09004479214471879,coherent_but_wrong
corvus_corvidae,gpt-4o-mini,well_known,Corvus,Corvidae,45.0,90.0,6000.0,False,0.5,0.36231884057971014,False,0.5,0.6376811594202898,False,0.06882715016829818,False,-0.1866631496326415,coherent_but_wrong
nucifraga_corvidae,claude-haiku-4-5,obscure,Nucifraga,Corvidae,3.0,130.0,6500.0,False,0.023076923076923078,0.028985507246376812,False,0.9769230769230769,0.9710144927536232,False,0.028352357723344764,True,-0.11538266330975777,coherent_and_right
nucifraga_corvidae,claude-opus-4-8,obscure,Nucifraga,Corvidae,3.0,133.0,6400.0,False,0.022556390977443608,0.028985507246376812,False,0.9774436090225563,0.9710144927536232,False,0.02805736530307731,True,-0.11306871226515576,coherent_and_right
nucifraga_corvidae,claude-sonnet-4-6,obscure,Nucifraga,Corvidae,3.0,133.0,6500.0,False,0.022556390977443608,0.028985507246376812,False,0.9774436090225563,0.9710144927536232,False,0.026577637572979648,True,-0.10813628649816358,coherent_and_right
nucifraga_corvidae,claude-sonnet-5,obscure,Nucifraga,Corvidae,3.0,130.0,6500.0,False,0.023076923076923078,0.028985507246376812,False,0.9769230769230769,0.9710144927536232,False,0.024933841158734038,True,-0.11538266330975777,coherent_and_right
nucifraga_corvidae,gpt-4o,obscure,Nucifraga,Corvidae,3.0,130.0,6000.0,False,0.023076923076923078,0.028985507246376812,False,0.9769230769230769,0.9710144927536232,False,0.0363926882864181,True,-0.1400447921447188,coherent_and_right
nucifraga_corvidae,gpt-4o-mini,obscure,Nucifraga,Corvidae,3.0,90.0,6000.0,False,0.03333333333333333,0.028985507246376812,False,0.9666666666666667,0.9710144927536232,False,0.08049381683496484,False,-0.23666314963264148,coherent_but_wrong
archilochus_trochilidae,claude-haiku-4-5,well_known,Archilochus,Trochilidae,3.0,360.0,470.0,False,0.008333333333333333,0.00546448087431694,False,0.9916666666666667,0.994535519125683,False,0.045017694146578156,False,0.15562338523446967,coherent_but_wrong
archilochus_trochilidae,claude-opus-4-8,well_known,Archilochus,Trochilidae,2.0,360.0,470.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False,0.009540231637083273,False,-0.011043281432196995,coherent_but_wrong
archilochus_trochilidae,claude-sonnet-4-6,well_known,Archilochus,Trochilidae,2.0,360.0,520.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False,0.009938191157753544,False,0.02382422205455335,coherent_but_wrong
archilochus_trochilidae,claude-sonnet-5,well_known,Archilochus,Trochilidae,2.0,363.0,460.0,False,0.005509641873278237,0.00546448087431694,False,0.9944903581267218,0.994535519125683,False,0.005914519361943739,True,-0.015284541692388597,coherent_and_right
archilochus_trochilidae,gpt-4o,well_known,Archilochus,Trochilidae,2.0,360.0,450.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False,0.013543960999204843,False,-0.024990282826897137,coherent_but_wrong
archilochus_trochilidae,gpt-4o-mini,well_known,Archilochus,Trochilidae,5.0,350.0,400.0,False,0.014285714285714285,0.00546448087431694,False,0.9857142857142858,0.994535519125683,False,0.23049375941549613,False,0.43103474556249094,coherent_but_wrong
