cell_id,model,familiarity,genus,family,genus_p50,family_p50,order_p50,strict_violation,compression_ratio,ioc_compression_ratio,compression_exceeds_ioc,gap_ratio,ioc_gap_ratio,hierarchy_collapse
corvus_corvidae,claude-haiku-4-5,well_known,Corvus,Corvidae,45.0,130.0,6500.0,False,0.34615384615384615,0.36231884057971014,False,0.6538461538461539,0.6376811594202898,False
corvus_corvidae,claude-opus-4-8,well_known,Corvus,Corvidae,46.0,133.0,6500.0,False,0.3458646616541353,0.36231884057971014,False,0.6541353383458647,0.6376811594202898,False
corvus_corvidae,claude-sonnet-4-6,well_known,Corvus,Corvidae,45.0,140.0,6500.0,False,0.32142857142857145,0.36231884057971014,False,0.6785714285714286,0.6376811594202898,False
corvus_corvidae,gpt-4o,well_known,Corvus,Corvidae,45.0,130.0,6000.0,False,0.34615384615384615,0.36231884057971014,False,0.6538461538461539,0.6376811594202898,False
corvus_corvidae,gpt-4o-mini,well_known,Corvus,Corvidae,45.0,40.0,6000.0,True,1.125,0.36231884057971014,True,-0.125,0.6376811594202898,True
nucifraga_corvidae,claude-haiku-4-5,obscure,Nucifraga,Corvidae,3.0,130.0,6500.0,False,0.023076923076923078,0.028985507246376812,False,0.9769230769230769,0.9710144927536232,False
nucifraga_corvidae,claude-opus-4-8,obscure,Nucifraga,Corvidae,3.0,133.0,6500.0,False,0.022556390977443608,0.028985507246376812,False,0.9774436090225563,0.9710144927536232,False
nucifraga_corvidae,claude-sonnet-4-6,obscure,Nucifraga,Corvidae,3.0,140.0,6500.0,False,0.02142857142857143,0.028985507246376812,False,0.9785714285714285,0.9710144927536232,False
nucifraga_corvidae,gpt-4o,obscure,Nucifraga,Corvidae,3.0,130.0,6000.0,False,0.023076923076923078,0.028985507246376812,False,0.9769230769230769,0.9710144927536232,False
nucifraga_corvidae,gpt-4o-mini,obscure,Nucifraga,Corvidae,3.0,40.0,6000.0,False,0.075,0.028985507246376812,False,0.925,0.9710144927536232,False
archilochus_trochilidae,claude-haiku-4-5,well_known,Archilochus,Trochilidae,3.0,360.0,470.0,False,0.008333333333333333,0.00546448087431694,False,0.9916666666666667,0.994535519125683,False
archilochus_trochilidae,claude-opus-4-8,well_known,Archilochus,Trochilidae,2.0,360.0,480.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False
archilochus_trochilidae,claude-sonnet-4-6,well_known,Archilochus,Trochilidae,2.0,360.0,530.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False
archilochus_trochilidae,gpt-4o,well_known,Archilochus,Trochilidae,2.0,360.0,450.0,False,0.005555555555555556,0.00546448087431694,False,0.9944444444444445,0.994535519125683,False
archilochus_trochilidae,gpt-4o-mini,well_known,Archilochus,Trochilidae,5.0,350.0,120.0,True,0.014285714285714285,0.00546448087431694,False,0.9857142857142858,0.994535519125683,False
chaetocercus_trochilidae,claude-haiku-4-5,obscure,Chaetocercus,Trochilidae,6.0,360.0,470.0,False,0.016666666666666666,0.01639344262295082,False,0.9833333333333333,0.9836065573770492,False
chaetocercus_trochilidae,claude-opus-4-8,obscure,Chaetocercus,Trochilidae,6.0,360.0,480.0,False,0.016666666666666666,0.01639344262295082,False,0.9833333333333333,0.9836065573770492,False
chaetocercus_trochilidae,claude-sonnet-4-6,obscure,Chaetocercus,Trochilidae,7.0,360.0,530.0,False,0.019444444444444445,0.01639344262295082,False,0.9805555555555555,0.9836065573770492,False
chaetocercus_trochilidae,gpt-4o,obscure,Chaetocercus,Trochilidae,6.0,360.0,450.0,False,0.016666666666666666,0.01639344262295082,False,0.9833333333333333,0.9836065573770492,False
chaetocercus_trochilidae,gpt-4o-mini,obscure,Chaetocercus,Trochilidae,5.0,350.0,120.0,True,0.014285714285714285,0.01639344262295082,False,0.9857142857142858,0.9836065573770492,False
amazona_psittacidae,claude-haiku-4-5,well_known,Amazona,Psittacidae,32.0,370.0,400.0,False,0.08648648648648649,0.17679558011049723,False,0.9135135135135135,0.8232044198895028,False
amazona_psittacidae,claude-opus-4-8,well_known,Amazona,Psittacidae,35.0,185.0,398.0,False,0.1891891891891892,0.17679558011049723,False,0.8108108108108109,0.8232044198895028,False
amazona_psittacidae,claude-sonnet-4-6,well_known,Amazona,Psittacidae,31.0,200.0,400.0,False,0.155,0.17679558011049723,False,0.845,0.8232044198895028,False
amazona_psittacidae,gpt-4o,well_known,Amazona,Psittacidae,30.0,400.0,400.0,False,0.075,0.17679558011049723,False,0.925,0.8232044198895028,False
amazona_psittacidae,gpt-4o-mini,well_known,Amazona,Psittacidae,30.0,400.0,400.0,False,0.075,0.17679558011049723,False,0.925,0.8232044198895028,False
bolborhynchus_psittacidae,claude-haiku-4-5,obscure,Bolborhynchus,Psittacidae,4.0,370.0,400.0,False,0.010810810810810811,0.016574585635359115,False,0.9891891891891892,0.9834254143646409,False
bolborhynchus_psittacidae,claude-opus-4-8,obscure,Bolborhynchus,Psittacidae,3.0,185.0,398.0,False,0.016216216216216217,0.016574585635359115,False,0.9837837837837838,0.9834254143646409,False
bolborhynchus_psittacidae,claude-sonnet-4-6,obscure,Bolborhynchus,Psittacidae,5.0,200.0,400.0,False,0.025,0.016574585635359115,False,0.975,0.9834254143646409,False
bolborhynchus_psittacidae,gpt-4o,obscure,Bolborhynchus,Psittacidae,3.0,400.0,400.0,False,0.0075,0.016574585635359115,False,0.9925,0.9834254143646409,False
bolborhynchus_psittacidae,gpt-4o-mini,obscure,Bolborhynchus,Psittacidae,6.0,400.0,400.0,False,0.015,0.016574585635359115,False,0.985,0.9834254143646409,False
bubo_strigidae,claude-haiku-4-5,well_known,Bubo,Strigidae,11.0,220.0,220.0,False,0.05,0.05084745762711865,False,0.95,0.9491525423728814,False
bubo_strigidae,claude-opus-4-8,well_known,Bubo,Strigidae,20.0,230.0,250.0,False,0.08695652173913043,0.05084745762711865,False,0.9130434782608695,0.9491525423728814,False
bubo_strigidae,claude-sonnet-4-6,well_known,Bubo,Strigidae,20.0,240.0,250.0,False,0.08333333333333333,0.05084745762711865,False,0.9166666666666666,0.9491525423728814,False
bubo_strigidae,gpt-4o,well_known,Bubo,Strigidae,12.0,200.0,240.0,False,0.06,0.05084745762711865,False,0.94,0.9491525423728814,False
